workload,size,zone,current_hour,device,strategy,action,target_hour,delay_hours,expected_cost_saving_pct,expected_co2_saving_pct,rationale
SPMV,64,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
SPMV,64,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
SPMV,64,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
SPMV,64,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
SPMV,64,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
SPMV,64,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
SPMV,64,DE,7,CPU,Wait for Green Window,DELAY,8,1,16.9,16.5,Wait 1h for greenest window
SPMV,64,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,64,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,64,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,64,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,64,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,64,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,26.5,34.2,Wait 8h for cheapest window
SPMV,64,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,47.1,25.7,Wait 7h for cheapest window
SPMV,64,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,30.3,29.7,Wait 6h for cheapest window
SPMV,64,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,43.0,35.9,Wait 5h for cheapest window
SPMV,64,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,15.5,18.4,Wait 4h for cheapest window
SPMV,64,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,25.0,20.2,Wait 3h for cheapest window
SPMV,64,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,25.8,16.9,Wait 2h for cheapest window
SPMV,64,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,13,CPU,Execute Now,RUN,13,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,FR,14,CPU,Execute Now,RUN,14,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,FR,15,CPU,Execute Now,RUN,15,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,FR,16,CPU,Execute Now (Carbon-optimal),RUN,16,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,17,CPU,Execute Now (Carbon-optimal),RUN,17,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,18,CPU,Execute Now (Carbon-optimal),RUN,18,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,19,CPU,Execute Now (Carbon-optimal),RUN,19,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,20,CPU,Execute Now (Carbon-optimal),RUN,20,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,21,CPU,Execute Now (Carbon-optimal),RUN,21,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,22,CPU,Execute Now (Carbon-optimal),RUN,22,0,0.0,0.0,Currently in greenest window
SPMV,64,FR,23,CPU,Execute Now (Carbon-optimal),RUN,23,0,0.0,0.0,Currently in greenest window
SPMV,64,PL,0,CPU,Execute Now,RUN,0,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,PL,1,CPU,Execute Now,RUN,1,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,PL,2,CPU,Execute Now,RUN,2,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,PL,3,CPU,Execute Now,RUN,3,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,PL,4,CPU,Execute Now,RUN,4,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,64,PL,5,CPU,Execute Now (No Wait),RUN,5,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,6,CPU,Execute Now (No Wait),RUN,6,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,7,CPU,Execute Now (No Wait),RUN,7,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,8,CPU,Execute Now (No Wait),RUN,8,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,9,CPU,Execute Now (No Wait),RUN,9,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,10,CPU,Execute Now (No Wait),RUN,10,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,11,CPU,Execute Now (No Wait),RUN,11,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,12,CPU,Execute Now (No Wait),RUN,12,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,64,PL,16,CPU,Wait for Cheap Window,DELAY,0,8,21.0,30.5,Wait 8h for cheapest window
SPMV,64,PL,17,CPU,Wait for Cheap Window,DELAY,0,7,23.1,39.7,Wait 7h for cheapest window
SPMV,64,PL,18,CPU,Wait for Cheap Window,DELAY,0,6,47.4,30.2,Wait 6h for cheapest window
SPMV,64,PL,19,CPU,Wait for Cheap Window,DELAY,0,5,49.8,36.2,Wait 5h for cheapest window
SPMV,64,PL,20,CPU,Wait for Cheap Window,DELAY,0,4,22.6,23.5,Wait 4h for cheapest window
SPMV,64,PL,21,CPU,Wait for Cheap Window,DELAY,0,3,18.9,23.7,Wait 3h for cheapest window
SPMV,64,PL,22,CPU,Wait for Cheap Window,DELAY,0,2,25.5,15.5,Wait 2h for cheapest window
SPMV,64,PL,23,CPU,Wait for Cheap Window,DELAY,0,1,25.5,15.1,Wait 1h for cheapest window
SPMV,128,DE,0,CPU,Wait for Cheap Window,DELAY,1,1,20.5,15.3,Wait 1h for cheapest window
SPMV,128,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
SPMV,128,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
SPMV,128,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
SPMV,128,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
SPMV,128,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
SPMV,128,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
SPMV,128,DE,7,CPU,Wait for Green Window,DELAY,8,1,25.2,18.5,Wait 1h for greenest window
SPMV,128,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,128,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,128,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,128,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,128,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,128,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,22.0,26.3,Wait 8h for cheapest window
SPMV,128,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,42.6,36.5,Wait 7h for cheapest window
SPMV,128,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,38.7,31.2,Wait 6h for cheapest window
SPMV,128,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,32.1,27.0,Wait 5h for cheapest window
SPMV,128,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,28.3,15.8,Wait 4h for cheapest window
SPMV,128,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,19.2,17.1,Wait 3h for cheapest window
SPMV,128,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,27.4,16.4,Wait 2h for cheapest window
SPMV,128,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,13,CPU,Execute Now,RUN,13,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,FR,14,CPU,Execute Now,RUN,14,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,FR,15,CPU,Execute Now,RUN,15,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,FR,16,CPU,Execute Now (Carbon-optimal),RUN,16,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,17,CPU,Execute Now (Carbon-optimal),RUN,17,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,18,CPU,Execute Now (Carbon-optimal),RUN,18,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,19,CPU,Execute Now (Carbon-optimal),RUN,19,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,20,CPU,Execute Now (Carbon-optimal),RUN,20,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,21,CPU,Execute Now (Carbon-optimal),RUN,21,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,22,CPU,Execute Now (Carbon-optimal),RUN,22,0,0.0,0.0,Currently in greenest window
SPMV,128,FR,23,CPU,Execute Now (Carbon-optimal),RUN,23,0,0.0,0.0,Currently in greenest window
SPMV,128,PL,0,CPU,Execute Now,RUN,0,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,PL,1,CPU,Execute Now,RUN,1,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,PL,2,CPU,Execute Now,RUN,2,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,PL,3,CPU,Execute Now,RUN,3,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,PL,4,CPU,Execute Now,RUN,4,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,128,PL,5,CPU,Execute Now (No Wait),RUN,5,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,6,CPU,Execute Now (No Wait),RUN,6,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,7,CPU,Execute Now (No Wait),RUN,7,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,8,CPU,Execute Now (No Wait),RUN,8,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,9,CPU,Execute Now (No Wait),RUN,9,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,10,CPU,Execute Now (No Wait),RUN,10,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,11,CPU,Execute Now (No Wait),RUN,11,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,12,CPU,Execute Now (No Wait),RUN,12,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,128,PL,16,CPU,Wait for Cheap Window,DELAY,0,8,26.1,34.7,Wait 8h for cheapest window
SPMV,128,PL,17,CPU,Wait for Cheap Window,DELAY,0,7,46.4,26.6,Wait 7h for cheapest window
SPMV,128,PL,18,CPU,Wait for Cheap Window,DELAY,0,6,37.3,31.3,Wait 6h for cheapest window
SPMV,128,PL,19,CPU,Wait for Cheap Window,DELAY,0,5,43.0,35.9,Wait 5h for cheapest window
SPMV,128,PL,20,CPU,Wait for Cheap Window,DELAY,0,4,24.8,19.4,Wait 4h for cheapest window
SPMV,128,PL,21,CPU,Wait for Cheap Window,DELAY,0,3,16.4,16.4,Wait 3h for cheapest window
SPMV,128,PL,22,CPU,Wait for Cheap Window,DELAY,0,2,12.5,18.8,Wait 2h for cheapest window
SPMV,128,PL,23,CPU,Wait for Cheap Window,DELAY,0,1,26.6,21.9,Wait 1h for cheapest window
SPMV,256,DE,0,CPU,Wait for Cheap Window,DELAY,1,1,11.8,22.3,Wait 1h for cheapest window
SPMV,256,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
SPMV,256,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
SPMV,256,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
SPMV,256,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
SPMV,256,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
SPMV,256,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
SPMV,256,DE,7,CPU,Wait for Green Window,DELAY,8,1,14.8,15.8,Wait 1h for greenest window
SPMV,256,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,256,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,256,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,256,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,256,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,256,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,46.0,35.9,Wait 8h for cheapest window
SPMV,256,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,25.3,29.6,Wait 7h for cheapest window
SPMV,256,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,39.2,36.9,Wait 6h for cheapest window
SPMV,256,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,33.9,29.6,Wait 5h for cheapest window
SPMV,256,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,13.2,19.9,Wait 4h for cheapest window
SPMV,256,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,13.8,18.7,Wait 3h for cheapest window
SPMV,256,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,12.8,22.2,Wait 2h for cheapest window
SPMV,256,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,13,CPU,Execute Now,RUN,13,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,FR,14,CPU,Execute Now,RUN,14,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,FR,15,CPU,Execute Now,RUN,15,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,FR,16,CPU,Execute Now (Carbon-optimal),RUN,16,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,17,CPU,Execute Now (Carbon-optimal),RUN,17,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,18,CPU,Execute Now (Carbon-optimal),RUN,18,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,19,CPU,Execute Now (Carbon-optimal),RUN,19,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,20,CPU,Execute Now (Carbon-optimal),RUN,20,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,21,CPU,Execute Now (Carbon-optimal),RUN,21,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,22,CPU,Execute Now (Carbon-optimal),RUN,22,0,0.0,0.0,Currently in greenest window
SPMV,256,FR,23,CPU,Execute Now (Carbon-optimal),RUN,23,0,0.0,0.0,Currently in greenest window
SPMV,256,PL,0,CPU,Execute Now,RUN,0,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,PL,1,CPU,Execute Now,RUN,1,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,PL,2,CPU,Execute Now,RUN,2,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,PL,3,CPU,Execute Now,RUN,3,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,PL,4,CPU,Execute Now,RUN,4,0,0.0,0.0,Currently in optimal window (cheap + green)
SPMV,256,PL,5,CPU,Execute Now (No Wait),RUN,5,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,6,CPU,Execute Now (No Wait),RUN,6,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,7,CPU,Execute Now (No Wait),RUN,7,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,8,CPU,Execute Now (No Wait),RUN,8,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,9,CPU,Execute Now (No Wait),RUN,9,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,10,CPU,Execute Now (No Wait),RUN,10,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,11,CPU,Execute Now (No Wait),RUN,11,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,12,CPU,Execute Now (No Wait),RUN,12,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,256,PL,16,CPU,Wait for Cheap Window,DELAY,0,8,27.0,39.0,Wait 8h for cheapest window
SPMV,256,PL,17,CPU,Wait for Cheap Window,DELAY,0,7,47.3,28.5,Wait 7h for cheapest window
SPMV,256,PL,18,CPU,Wait for Cheap Window,DELAY,0,6,46.0,38.0,Wait 6h for cheapest window
SPMV,256,PL,19,CPU,Wait for Cheap Window,DELAY,0,5,45.9,27.9,Wait 5h for cheapest window
SPMV,256,PL,20,CPU,Wait for Cheap Window,DELAY,0,4,16.2,20.3,Wait 4h for cheapest window
SPMV,256,PL,21,CPU,Wait for Cheap Window,DELAY,0,3,11.1,24.3,Wait 3h for cheapest window
SPMV,256,PL,22,CPU,Wait for Cheap Window,DELAY,0,2,26.8,17.2,Wait 2h for cheapest window
SPMV,256,PL,23,CPU,Wait for Cheap Window,DELAY,0,1,27.4,24.8,Wait 1h for cheapest window
SPMV,512,DE,0,CPU,Wait for Cheap Window,DELAY,1,1,18.1,23.3,Wait 1h for cheapest window
SPMV,512,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
SPMV,512,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
SPMV,512,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
SPMV,512,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
SPMV,512,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
SPMV,512,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
SPMV,512,DE,7,CPU,Wait for Green Window,DELAY,8,1,16.8,16.8,Wait 1h for greenest window
SPMV,512,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
SPMV,512,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
SPMV,512,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
SPMV,512,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
SPMV,512,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
SPMV,512,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,512,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,512,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,512,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
SPMV,512,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,41.7,27.8,Wait 8h for cheapest window
SPMV,512,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,47.8,33.5,Wait 7h for cheapest window
SPMV,512,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,40.1,27.1,Wait 6h for cheapest window
SPMV,512,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,31.0,30.2,Wait 5h for cheapest window
SPMV,512,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,27.1,21.6,Wait 4h for cheapest window
SPMV,512,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,20.6,23.2,Wait 3h for cheapest window
SPMV,512,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,27.8,15.6,Wait 2h for cheapest window
SPMV,512,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
SPMV,512,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
