ts,de_ci_lifecycle_g_per_kwh,fr_ci_lifecycle_g_per_kwh,pl_ci_lifecycle_g_per_kwh
2024-10-27 05:00:00+00:00,361.76,16.58,850.01
2024-10-27 06:00:00+00:00,357.65,16.5,791.55
2024-10-27 07:00:00+00:00,339.81,16.84,712.5
2024-10-27 08:00:00+00:00,313.04,18.43,613.13
2024-10-27 09:00:00+00:00,276.51,19.15,535.91
2024-10-27 10:00:00+00:00,255.23,18.91,501.48
2024-10-27 11:00:00+00:00,239.7,19.02,522.86
2024-10-27 12:00:00+00:00,258.67,18.67,570.15
2024-10-27 13:00:00+00:00,289.43,20.02,669.94
2024-10-27 14:00:00+00:00,374.97,19.22,777.88
2024-10-27 15:00:00+00:00,437.32,19.68,783.99
2024-10-27 16:00:00+00:00,442.07,20.02,771.45
2024-10-27 17:00:00+00:00,452.81,20.29,768.47
2024-10-27 18:00:00+00:00,461.97,20.41,734.55
2024-10-27 19:00:00+00:00,477.31,19.01,757.05
2024-10-27 20:00:00+00:00,480.54,18.29,759.43
2024-10-27 21:00:00+00:00,472.7,19.11,741.48
2024-10-27 22:00:00+00:00,461.95,19.98,761.29
2024-10-27 23:00:00+00:00,449.4,20.13,760.2
2024-10-28 00:00:00+00:00,429.17,17.92,780.86
2024-10-28 01:00:00+00:00,404.97,16.93,779.91
2024-10-28 02:00:00+00:00,392.9,17.15,786.43
2024-10-28 03:00:00+00:00,385.45,17.09,801.86
2024-10-28 04:00:00+00:00,405.09,17.81,816.6
2024-10-28 05:00:00+00:00,425.5,16.48,823.98
2024-10-28 06:00:00+00:00,423.33,16.64,785.75
2024-10-28 07:00:00+00:00,408.99,18.98,734.53
2024-10-28 08:00:00+00:00,382.33,19.61,704.6
2024-10-28 09:00:00+00:00,346.7,19.24,655.75
2024-10-28 10:00:00+00:00,313.54,19.24,633.87
2024-10-28 11:00:00+00:00,304.38,19.07,639.24
2024-10-28 12:00:00+00:00,313.4,19.14,701.44
2024-10-28 13:00:00+00:00,335.38,19.12,756.55
2024-10-28 14:00:00+00:00,375.49,19.37,825.05
2024-10-28 15:00:00+00:00,407.11,20.72,838.93
2024-10-28 16:00:00+00:00,427.51,25.11,828.33
2024-10-28 17:00:00+00:00,432.46,32.67,803.74
2024-10-28 18:00:00+00:00,445.5,34.31,793.3
2024-10-28 19:00:00+00:00,462.07,23.6,811.96
2024-10-28 20:00:00+00:00,473.93,17.35,828.54
2024-10-28 21:00:00+00:00,483.62,18.27,822.35
2024-10-28 22:00:00+00:00,494.95,19.05,824.61
2024-10-28 23:00:00+00:00,496.02,18.19,804.47
2024-10-29 00:00:00+00:00,501.32,18.26,838.48
2024-10-29 01:00:00+00:00,511.26,18.35,849.46
2024-10-29 02:00:00+00:00,518.65,17.03,858.94
2024-10-29 03:00:00+00:00,514.38,16.76,856.27
2024-10-29 04:00:00+00:00,520.43,17.6,859.12
2024-10-29 05:00:00+00:00,516.75,18.46,853.21
2024-10-29 06:00:00+00:00,509.45,18.9,848.21
2024-10-29 07:00:00+00:00,493.4,20.09,818.2
2024-10-29 08:00:00+00:00,474.88,21.07,790.82
2024-10-29 09:00:00+00:00,458.38,22.53,777.75
2024-10-29 10:00:00+00:00,436.55,22.73,767.5
2024-10-29 11:00:00+00:00,430.49,22.74,761.09
2024-10-29 12:00:00+00:00,422.4,22.4,787.9
2024-10-29 13:00:00+00:00,439.33,22.88,816.87
2024-10-29 14:00:00+00:00,467.89,22.82,842.77
2024-10-29 15:00:00+00:00,503.61,25.81,844.07
2024-10-29 16:00:00+00:00,507.79,32.59,845.2
2024-10-29 17:00:00+00:00,506.49,44.22,833.68
2024-10-29 18:00:00+00:00,515.26,44.21,832.43
2024-10-29 19:00:00+00:00,520.1,42.27,830.9
2024-10-29 20:00:00+00:00,534.24,29.99,833.47
2024-10-29 21:00:00+00:00,543.71,27.51,834.65
2024-10-29 22:00:00+00:00,547.51,27.33,834.67
2024-10-29 23:00:00+00:00,534.0,25.69,803.77
2024-10-30 00:00:00+00:00,532.55,24.7,803.98
2024-10-30 01:00:00+00:00,536.17,20.13,794.71
2024-10-30 02:00:00+00:00,530.83,17.86,786.72
2024-10-30 03:00:00+00:00,523.17,17.47,781.84
2024-10-30 04:00:00+00:00,535.28,16.39,783.17
2024-10-30 05:00:00+00:00,525.74,15.97,755.7
2024-10-30 06:00:00+00:00,510.79,17.49,758.52
2024-10-30 07:00:00+00:00,491.71,18.32,730.64
2024-10-30 08:00:00+00:00,480.26,19.27,722.5
2024-10-30 09:00:00+00:00,464.41,18.72,700.31
2024-10-30 10:00:00+00:00,447.22,18.51,680.84
2024-10-30 11:00:00+00:00,443.38,19.12,672.53
2024-10-30 12:00:00+00:00,455.44,18.26,688.13
2024-10-30 13:00:00+00:00,467.74,17.77,714.39
2024-10-30 14:00:00+00:00,484.54,17.16,721.98
2024-10-30 15:00:00+00:00,504.25,18.04,710.05
2024-10-30 16:00:00+00:00,499.01,23.07,708.86
2024-10-30 17:00:00+00:00,501.5,29.03,717.93
2024-10-30 18:00:00+00:00,511.55,38.0,721.09
2024-10-30 19:00:00+00:00,518.21,31.67,736.1
2024-10-30 20:00:00+00:00,535.18,21.58,744.51
2024-10-30 21:00:00+00:00,542.36,16.34,747.59
2024-10-30 22:00:00+00:00,529.28,15.83,758.37
2024-10-30 23:00:00+00:00,500.1,15.71,762.84
2024-10-31 00:00:00+00:00,496.43,15.81,771.66
2024-10-31 01:00:00+00:00,493.36,15.92,775.42
2024-10-31 02:00:00+00:00,474.41,15.97,781.19
2024-10-31 03:00:00+00:00,453.95,15.98,786.55
2024-10-31 04:00:00+00:00,472.52,15.96,769.23
2024-10-31 05:00:00+00:00,475.64,19.33,755.77
2024-10-31 06:00:00+00:00,455.85,24.67,738.64
2024-10-31 07:00:00+00:00,431.09,26.2,702.66
2024-10-31 08:00:00+00:00,412.66,27.07,694.47
2024-10-31 09:00:00+00:00,395.99,21.63,667.42
2024-10-31 10:00:00+00:00,374.35,19.43,639.35
2024-10-31 11:00:00+00:00,374.76,18.98,624.03
2024-10-31 12:00:00+00:00,382.68,18.42,628.58
2024-10-31 13:00:00+00:00,409.01,18.02,641.34
2024-10-31 14:00:00+00:00,424.57,20.84,671.01
2024-10-31 15:00:00+00:00,437.67,26.52,657.29
2024-10-31 16:00:00+00:00,429.77,31.1,657.4
2024-10-31 17:00:00+00:00,432.84,33.74,649.37
2024-10-31 18:00:00+00:00,434.14,34.13,632.4
2024-10-31 19:00:00+00:00,416.71,34.66,633.95
2024-10-31 20:00:00+00:00,399.5,30.8,614.37
2024-10-31 21:00:00+00:00,395.04,23.43,570.41
2024-10-31 22:00:00+00:00,380.49,22.21,537.5
2024-10-31 23:00:00+00:00,349.47,28.71,534.44
2024-11-01 00:00:00+00:00,335.63,24.27,517.95
2024-11-01 01:00:00+00:00,321.38,24.78,517.5
2024-11-01 02:00:00+00:00,319.97,24.88,519.61
2024-11-01 03:00:00+00:00,297.44,24.85,519.17
2024-11-01 04:00:00+00:00,300.15,24.85,514.75
2024-11-01 05:00:00+00:00,302.82,24.83,503.64
2024-11-01 06:00:00+00:00,304.84,24.52,495.26
2024-11-01 07:00:00+00:00,287.62,24.5,455.8
2024-11-01 08:00:00+00:00,265.76,24.77,449.9
2024-11-01 09:00:00+00:00,250.08,25.18,458.86
2024-11-01 10:00:00+00:00,238.04,24.92,434.7
2024-11-01 11:00:00+00:00,241.51,24.94,447.18
2024-11-01 12:00:00+00:00,238.47,24.79,479.38
2024-11-01 13:00:00+00:00,252.04,24.64,488.2
2024-11-01 14:00:00+00:00,303.18,24.45,557.51
2024-11-01 15:00:00+00:00,342.55,25.05,565.15
2024-11-01 16:00:00+00:00,352.98,28.34,570.98
2024-11-01 17:00:00+00:00,357.78,35.19,560.4
2024-11-01 18:00:00+00:00,358.79,37.17,567.0
2024-11-01 19:00:00+00:00,358.32,37.12,567.38
2024-11-01 20:00:00+00:00,364.61,37.81,553.55
2024-11-01 21:00:00+00:00,370.81,38.13,545.65
2024-11-01 22:00:00+00:00,386.16,38.71,546.02
2024-11-01 23:00:00+00:00,409.29,33.11,543.72
2024-11-02 00:00:00+00:00,422.66,28.51,556.96
2024-11-02 01:00:00+00:00,438.84,28.01,558.3
2024-11-02 02:00:00+00:00,441.48,28.02,563.83
2024-11-02 03:00:00+00:00,436.44,28.48,579.58
2024-11-02 04:00:00+00:00,440.7,28.76,600.72
2024-11-02 05:00:00+00:00,462.67,28.81,613.51
2024-11-02 06:00:00+00:00,472.76,28.06,588.68
2024-11-02 07:00:00+00:00,473.22,28.4,535.9
2024-11-02 08:00:00+00:00,447.37,28.33,465.68
2024-11-02 09:00:00+00:00,425.02,29.33,436.05
2024-11-02 10:00:00+00:00,411.11,29.91,430.82
2024-11-02 11:00:00+00:00,411.19,30.69,430.02
2024-11-02 12:00:00+00:00,438.93,30.48,467.85
2024-11-02 13:00:00+00:00,460.93,30.51,567.6
2024-11-02 14:00:00+00:00,497.77,29.86,699.21
2024-11-02 15:00:00+00:00,514.6,30.97,759.32
2024-11-02 16:00:00+00:00,496.86,34.75,760.96
2024-11-02 17:00:00+00:00,496.81,35.93,758.02
2024-11-02 18:00:00+00:00,502.91,38.18,760.85
2024-11-02 19:00:00+00:00,512.78,40.3,783.48
2024-11-02 20:00:00+00:00,524.99,39.79,808.01
2024-11-02 21:00:00+00:00,535.54,39.85,828.5
2024-11-02 22:00:00+00:00,529.76,39.4,820.94
2024-11-02 23:00:00+00:00,520.35,35.15,785.42
2024-11-03 00:00:00+00:00,509.99,25.12,771.68
2024-11-03 01:00:00+00:00,502.86,24.74,734.35
2024-11-03 02:00:00+00:00,500.46,25.01,710.21
2024-11-03 03:00:00+00:00,490.55,25.14,686.87
2024-11-03 04:00:00+00:00,481.88,25.06,669.0
2024-11-03 05:00:00+00:00,487.21,24.97,648.5
2024-11-03 06:00:00+00:00,475.63,24.9,613.65
2024-11-03 07:00:00+00:00,439.8,26.26,578.86
2024-11-03 08:00:00+00:00,370.0,27.17,547.31
2024-11-03 09:00:00+00:00,309.98,27.41,490.32
2024-11-03 10:00:00+00:00,272.21,26.84,474.68
2024-11-03 11:00:00+00:00,259.16,26.72,446.57
2024-11-03 12:00:00+00:00,269.38,26.66,453.09
2024-11-03 13:00:00+00:00,334.53,26.6,517.31
2024-11-03 14:00:00+00:00,423.02,27.31,627.72
2024-11-03 15:00:00+00:00,468.43,28.92,649.44
2024-11-03 16:00:00+00:00,475.48,33.82,637.99
2024-11-03 17:00:00+00:00,477.2,37.89,639.13
2024-11-03 18:00:00+00:00,483.31,40.48,637.81
2024-11-03 19:00:00+00:00,496.74,38.29,645.89
2024-11-03 20:00:00+00:00,514.25,37.03,657.1
2024-11-03 21:00:00+00:00,532.85,37.01,660.62
2024-11-03 22:00:00+00:00,552.4,36.65,656.3
2024-11-03 23:00:00+00:00,555.3,32.55,669.68
2024-11-04 00:00:00+00:00,552.96,29.32,679.74
2024-11-04 01:00:00+00:00,560.9,31.04,693.73
2024-11-04 02:00:00+00:00,562.32,31.86,711.49
2024-11-04 03:00:00+00:00,565.2,32.84,750.74
2024-11-04 04:00:00+00:00,569.08,33.3,776.01
2024-11-04 05:00:00+00:00,533.44,38.25,785.33
2024-11-04 06:00:00+00:00,516.57,44.62,788.93
2024-11-04 07:00:00+00:00,504.54,47.82,760.82
2024-11-04 08:00:00+00:00,494.19,48.85,735.11
2024-11-04 09:00:00+00:00,486.95,48.95,723.74
2024-11-04 10:00:00+00:00,462.31,44.51,706.75
2024-11-04 11:00:00+00:00,451.78,43.2,709.18
2024-11-04 12:00:00+00:00,450.86,43.77,739.78
2024-11-04 13:00:00+00:00,480.71,45.83,789.25
2024-11-04 14:00:00+00:00,513.76,52.12,858.1
2024-11-04 15:00:00+00:00,534.49,57.42,881.53
2024-11-04 16:00:00+00:00,520.44,60.63,874.48
2024-11-04 17:00:00+00:00,514.1,62.71,860.72
2024-11-04 18:00:00+00:00,513.85,66.5,860.85
2024-11-04 19:00:00+00:00,518.45,62.31,871.42
2024-11-04 20:00:00+00:00,524.49,55.97,875.5
2024-11-04 21:00:00+00:00,531.32,56.5,872.43
2024-11-04 22:00:00+00:00,522.86,59.05,869.22
2024-11-04 23:00:00+00:00,517.9,49.67,857.21
2024-11-05 00:00:00+00:00,522.0,43.43,852.05
2024-11-05 01:00:00+00:00,527.47,41.22,846.23
2024-11-05 02:00:00+00:00,526.98,37.84,839.5
2024-11-05 03:00:00+00:00,534.19,43.42,836.28
2024-11-05 04:00:00+00:00,541.14,47.46,813.53
2024-11-05 05:00:00+00:00,534.25,56.06,809.06
2024-11-05 06:00:00+00:00,519.33,57.45,807.48
2024-11-05 07:00:00+00:00,516.75,57.86,776.42
2024-11-05 08:00:00+00:00,508.43,59.08,742.55
2024-11-05 09:00:00+00:00,491.26,60.68,723.33
2024-11-05 10:00:00+00:00,478.56,58.09,703.64
2024-11-05 11:00:00+00:00,476.15,57.08,711.71
2024-11-05 12:00:00+00:00,482.92,56.95,753.76
2024-11-05 13:00:00+00:00,506.7,58.32,814.02
2024-11-05 14:00:00+00:00,527.6,60.38,879.26
2024-11-05 15:00:00+00:00,542.72,60.75,891.89
2024-11-05 16:00:00+00:00,555.42,61.14,894.86
2024-11-05 17:00:00+00:00,545.13,69.24,883.43
2024-11-05 18:00:00+00:00,557.54,72.5,876.97
2024-11-05 19:00:00+00:00,561.89,67.63,874.44
2024-11-05 20:00:00+00:00,586.88,60.06,891.52
2024-11-05 21:00:00+00:00,603.49,60.37,889.52
2024-11-05 22:00:00+00:00,621.14,60.46,898.35
2024-11-05 23:00:00+00:00,632.0,61.42,898.02
2024-11-06 00:00:00+00:00,631.68,59.57,906.58
2024-11-06 01:00:00+00:00,624.54,58.51,906.85
2024-11-06 02:00:00+00:00,621.34,57.5,912.14
2024-11-06 03:00:00+00:00,616.87,58.69,918.45
2024-11-06 04:00:00+00:00,606.21,57.7,901.09
2024-11-06 05:00:00+00:00,571.8,59.57,888.04
2024-11-06 06:00:00+00:00,561.39,63.6,880.03
2024-11-06 07:00:00+00:00,554.59,60.04,827.62
2024-11-06 08:00:00+00:00,547.07,60.0,792.62
2024-11-06 09:00:00+00:00,543.4,58.04,778.94
2024-11-06 10:00:00+00:00,543.75,55.98,782.0
2024-11-06 11:00:00+00:00,544.48,54.9,782.57
2024-11-06 12:00:00+00:00,545.42,55.52,814.81
2024-11-06 13:00:00+00:00,553.53,56.18,872.0
2024-11-06 14:00:00+00:00,558.92,58.28,919.59
2024-11-06 15:00:00+00:00,563.8,58.55,920.86
2024-11-06 16:00:00+00:00,561.57,59.3,913.51
2024-11-06 17:00:00+00:00,563.98,60.02,908.34
2024-11-06 18:00:00+00:00,569.35,60.89,910.36
2024-11-06 19:00:00+00:00,578.69,59.76,901.94
2024-11-06 20:00:00+00:00,595.92,57.41,913.16
2024-11-06 21:00:00+00:00,605.27,59.82,901.67
2024-11-06 22:00:00+00:00,618.86,60.55,900.32
2024-11-06 23:00:00+00:00,617.85,60.63,889.71
2024-11-07 00:00:00+00:00,625.23,53.21,903.86
2024-11-07 01:00:00+00:00,628.68,48.63,904.33
2024-11-07 02:00:00+00:00,631.59,46.63,907.53
2024-11-07 03:00:00+00:00,623.73,43.53,903.24
2024-11-07 04:00:00+00:00,614.44,47.47,896.32
2024-11-07 05:00:00+00:00,593.99,56.96,883.89
2024-11-07 06:00:00+00:00,569.61,59.74,875.73
2024-11-07 07:00:00+00:00,565.15,58.6,873.38
2024-11-07 08:00:00+00:00,558.82,58.17,857.93
2024-11-07 09:00:00+00:00,549.6,58.1,823.47
2024-11-07 10:00:00+00:00,538.52,57.48,817.31
2024-11-07 11:00:00+00:00,538.01,56.4,843.32
2024-11-07 12:00:00+00:00,537.19,57.07,862.99
2024-11-07 13:00:00+00:00,547.02,56.18,898.08
2024-11-07 14:00:00+00:00,554.29,56.89,909.56
2024-11-07 15:00:00+00:00,558.87,57.88,911.4
2024-11-07 16:00:00+00:00,554.48,57.35,905.0
2024-11-07 17:00:00+00:00,549.83,59.41,899.97
2024-11-07 18:00:00+00:00,547.52,60.31,904.02
2024-11-07 19:00:00+00:00,553.32,61.52,905.19
2024-11-07 20:00:00+00:00,564.09,61.51,915.91
2024-11-07 21:00:00+00:00,577.1,58.96,905.6
2024-11-07 22:00:00+00:00,584.76,52.88,913.09
2024-11-07 23:00:00+00:00,580.23,48.97,900.36
2024-11-08 00:00:00+00:00,584.37,45.75,904.27
2024-11-08 01:00:00+00:00,589.17,48.18,906.77
2024-11-08 02:00:00+00:00,587.75,47.74,905.29
2024-11-08 03:00:00+00:00,574.09,49.21,908.29
2024-11-08 04:00:00+00:00,562.81,50.44,892.78
2024-11-08 05:00:00+00:00,533.6,55.63,892.52
2024-11-08 06:00:00+00:00,514.38,60.88,875.9
2024-11-08 07:00:00+00:00,494.29,58.86,852.76
2024-11-08 08:00:00+00:00,483.69,57.75,844.34
2024-11-08 09:00:00+00:00,478.04,57.65,854.77
2024-11-08 10:00:00+00:00,476.96,57.83,840.28
2024-11-08 11:00:00+00:00,478.39,57.42,832.6
2024-11-08 12:00:00+00:00,481.31,57.59,832.76
2024-11-08 13:00:00+00:00,481.88,58.05,838.65
2024-11-08 14:00:00+00:00,486.59,58.64,839.37
2024-11-08 15:00:00+00:00,484.36,57.74,837.44
2024-11-08 16:00:00+00:00,474.05,55.26,832.57
2024-11-08 17:00:00+00:00,482.86,55.22,842.13
2024-11-08 18:00:00+00:00,483.38,57.55,844.3
2024-11-08 19:00:00+00:00,500.23,58.68,847.09
2024-11-08 20:00:00+00:00,520.68,60.87,850.53
2024-11-08 21:00:00+00:00,537.0,61.31,846.17
2024-11-08 22:00:00+00:00,557.23,63.69,861.82
2024-11-08 23:00:00+00:00,555.2,62.6,836.68
2024-11-09 00:00:00+00:00,558.36,57.32,830.85
2024-11-09 01:00:00+00:00,562.74,56.89,829.4
2024-11-09 02:00:00+00:00,565.0,56.46,828.14
2024-11-09 03:00:00+00:00,564.23,55.05,827.05
2024-11-09 04:00:00+00:00,556.74,55.79,830.87
2024-11-09 05:00:00+00:00,564.23,55.92,825.84
2024-11-09 06:00:00+00:00,575.85,58.59,814.25
2024-11-09 07:00:00+00:00,573.66,60.16,811.69
2024-11-09 08:00:00+00:00,559.39,60.06,825.61
2024-11-09 09:00:00+00:00,537.66,60.05,811.14
2024-11-09 10:00:00+00:00,514.0,61.24,804.08
2024-11-09 11:00:00+00:00,509.11,61.12,817.1
2024-11-09 12:00:00+00:00,516.41,60.71,819.68
2024-11-09 13:00:00+00:00,535.88,61.35,830.12
2024-11-09 14:00:00+00:00,563.71,60.41,849.63
2024-11-09 15:00:00+00:00,566.95,63.47,841.4
2024-11-09 16:00:00+00:00,550.65,64.14,837.65
2024-11-09 17:00:00+00:00,554.41,62.74,838.04
2024-11-09 18:00:00+00:00,566.48,62.83,858.24
2024-11-09 19:00:00+00:00,575.4,59.82,855.41
2024-11-09 20:00:00+00:00,589.85,59.14,865.51
2024-11-09 21:00:00+00:00,602.85,56.81,884.67
2024-11-09 22:00:00+00:00,609.36,58.97,885.46
2024-11-09 23:00:00+00:00,603.11,58.1,869.3
2024-11-10 00:00:00+00:00,602.68,52.05,875.67
2024-11-10 01:00:00+00:00,601.06,48.76,874.02
2024-11-10 02:00:00+00:00,591.6,46.24,874.8
2024-11-10 03:00:00+00:00,586.09,45.85,880.71
2024-11-10 04:00:00+00:00,588.45,48.04,878.48
2024-11-10 05:00:00+00:00,589.88,52.1,877.19
2024-11-10 06:00:00+00:00,581.45,60.87,863.73
2024-11-10 07:00:00+00:00,562.51,58.53,854.13
2024-11-10 08:00:00+00:00,533.37,57.02,844.5
2024-11-10 09:00:00+00:00,509.52,54.21,847.25
2024-11-10 10:00:00+00:00,503.18,52.07,851.22
2024-11-10 11:00:00+00:00,509.97,51.32,857.74
2024-11-10 12:00:00+00:00,507.16,51.96,855.12
2024-11-10 13:00:00+00:00,516.98,51.75,849.95
2024-11-10 14:00:00+00:00,544.0,52.56,852.93
2024-11-10 15:00:00+00:00,547.49,53.34,855.85
2024-11-10 16:00:00+00:00,537.28,52.78,855.8
2024-11-10 17:00:00+00:00,538.32,58.45,844.78
2024-11-10 18:00:00+00:00,547.13,56.51,852.79
2024-11-10 19:00:00+00:00,558.71,56.04,860.33
2024-11-10 20:00:00+00:00,572.37,53.61,863.41
2024-11-10 21:00:00+00:00,578.22,54.38,859.52
2024-11-10 22:00:00+00:00,582.59,60.11,871.76
2024-11-10 23:00:00+00:00,571.95,58.76,848.79
2024-11-11 00:00:00+00:00,561.66,49.61,865.19
2024-11-11 01:00:00+00:00,545.85,44.53,872.83
2024-11-11 02:00:00+00:00,531.15,43.62,875.62
2024-11-11 03:00:00+00:00,517.67,43.43,871.38
2024-11-11 04:00:00+00:00,502.87,43.75,867.54
2024-11-11 05:00:00+00:00,498.4,42.87,872.86
2024-11-11 06:00:00+00:00,493.36,41.43,871.31
2024-11-11 07:00:00+00:00,476.17,40.06,852.06
2024-11-11 08:00:00+00:00,468.31,40.76,847.29
2024-11-11 09:00:00+00:00,463.61,41.48,848.03
2024-11-11 10:00:00+00:00,461.81,42.93,832.1
2024-11-11 11:00:00+00:00,453.83,43.41,832.53
2024-11-11 12:00:00+00:00,451.02,41.86,838.47
2024-11-11 13:00:00+00:00,460.1,41.87,868.87
2024-11-11 14:00:00+00:00,468.39,40.65,882.12
2024-11-11 15:00:00+00:00,472.76,39.47,890.89
2024-11-11 16:00:00+00:00,469.75,40.83,896.69
2024-11-11 17:00:00+00:00,473.56,41.36,896.58
2024-11-11 18:00:00+00:00,477.21,41.12,902.72
2024-11-11 19:00:00+00:00,486.84,39.06,909.82
2024-11-11 20:00:00+00:00,502.82,38.05,916.52
2024-11-11 21:00:00+00:00,509.6,40.74,900.92
2024-11-11 22:00:00+00:00,519.26,42.67,912.89
2024-11-11 23:00:00+00:00,511.05,40.03,890.86
2024-11-12 00:00:00+00:00,519.53,34.92,904.03
2024-11-12 01:00:00+00:00,526.27,32.72,897.12
2024-11-12 02:00:00+00:00,535.82,33.85,903.94
2024-11-12 03:00:00+00:00,543.2,34.26,906.29
2024-11-12 04:00:00+00:00,541.94,35.95,904.12
2024-11-12 05:00:00+00:00,529.47,37.31,895.43
2024-11-12 06:00:00+00:00,517.93,43.07,907.04
2024-11-12 07:00:00+00:00,514.57,47.15,903.41
2024-11-12 08:00:00+00:00,506.37,47.05,907.14
2024-11-12 09:00:00+00:00,502.69,44.51,909.68
2024-11-12 10:00:00+00:00,489.16,46.26,908.87
2024-11-12 11:00:00+00:00,485.9,46.33,909.36
2024-11-12 12:00:00+00:00,492.4,46.79,913.91
2024-11-12 13:00:00+00:00,505.11,48.84,919.02
2024-11-12 14:00:00+00:00,516.19,50.97,924.89
2024-11-12 15:00:00+00:00,523.14,53.52,909.27
2024-11-12 16:00:00+00:00,524.97,54.99,906.13
2024-11-12 17:00:00+00:00,528.71,53.84,900.31
2024-11-12 18:00:00+00:00,536.26,57.78,911.77
2024-11-12 19:00:00+00:00,544.52,58.31,912.72
2024-11-12 20:00:00+00:00,554.55,59.48,918.88
2024-11-12 21:00:00+00:00,574.65,62.32,908.17
2024-11-12 22:00:00+00:00,582.0,62.55,913.48
2024-11-12 23:00:00+00:00,584.37,57.8,909.73
2024-11-13 00:00:00+00:00,585.5,47.84,913.85
2024-11-13 01:00:00+00:00,589.71,44.32,917.71
2024-11-13 02:00:00+00:00,588.01,42.31,916.94
2024-11-13 03:00:00+00:00,581.33,41.44,911.01
2024-11-13 04:00:00+00:00,567.46,47.31,895.51
2024-11-13 05:00:00+00:00,537.62,56.57,895.59
2024-11-13 06:00:00+00:00,529.37,62.76,902.47
2024-11-13 07:00:00+00:00,521.55,63.12,901.26
2024-11-13 08:00:00+00:00,513.35,62.08,891.51
2024-11-13 09:00:00+00:00,509.64,61.19,893.24
2024-11-13 10:00:00+00:00,499.11,60.25,883.08
2024-11-13 11:00:00+00:00,496.57,60.14,880.69
2024-11-13 12:00:00+00:00,498.74,60.12,891.15
2024-11-13 13:00:00+00:00,508.44,62.04,908.41
2024-11-13 14:00:00+00:00,510.96,61.86,914.9
2024-11-13 15:00:00+00:00,515.5,62.94,911.62
2024-11-13 16:00:00+00:00,512.52,62.43,906.33
2024-11-13 17:00:00+00:00,516.83,62.76,901.32
2024-11-13 18:00:00+00:00,518.69,62.5,900.2
2024-11-13 19:00:00+00:00,513.51,62.82,886.16
2024-11-13 20:00:00+00:00,505.72,65.31,877.65
2024-11-13 21:00:00+00:00,499.34,67.09,865.63
2024-11-13 22:00:00+00:00,495.15,67.39,842.32
2024-11-13 23:00:00+00:00,492.2,63.36,819.47
2024-11-14 00:00:00+00:00,485.23,57.67,807.41
2024-11-14 01:00:00+00:00,478.11,55.95,789.36
2024-11-14 02:00:00+00:00,475.76,53.81,787.18
2024-11-14 03:00:00+00:00,467.41,50.43,784.76
2024-11-14 04:00:00+00:00,466.77,51.08,785.34
2024-11-14 05:00:00+00:00,461.35,59.94,778.75
2024-11-14 06:00:00+00:00,464.02,65.11,776.01
2024-11-14 07:00:00+00:00,459.07,62.94,761.63
2024-11-14 08:00:00+00:00,453.42,57.91,752.07
2024-11-14 09:00:00+00:00,441.78,57.56,742.53
2024-11-14 10:00:00+00:00,440.19,56.29,746.07
2024-11-14 11:00:00+00:00,435.52,52.85,753.18
2024-11-14 12:00:00+00:00,443.2,47.43,763.97
2024-11-14 13:00:00+00:00,457.33,51.38,788.51
2024-11-14 14:00:00+00:00,469.7,55.93,797.71
2024-11-14 15:00:00+00:00,480.46,59.91,795.12
2024-11-14 16:00:00+00:00,481.53,62.46,781.96
2024-11-14 17:00:00+00:00,485.71,64.62,788.96
2024-11-14 18:00:00+00:00,493.14,65.36,805.45
2024-11-14 19:00:00+00:00,504.04,64.87,812.08
2024-11-14 20:00:00+00:00,518.96,67.62,814.47
2024-11-14 21:00:00+00:00,535.2,70.38,806.81
2024-11-14 22:00:00+00:00,536.35,69.41,798.82
2024-11-14 23:00:00+00:00,540.27,67.4,796.76
2024-11-15 00:00:00+00:00,547.49,63.06,813.8
2024-11-15 01:00:00+00:00,552.87,64.92,821.75
2024-11-15 02:00:00+00:00,547.27,63.94,827.09
2024-11-15 03:00:00+00:00,538.93,64.28,817.48
2024-11-15 04:00:00+00:00,533.63,67.38,798.09
2024-11-15 05:00:00+00:00,514.02,72.07,810.89
2024-11-15 06:00:00+00:00,498.82,74.12,810.83
2024-11-15 07:00:00+00:00,487.18,70.89,791.46
2024-11-15 08:00:00+00:00,475.42,67.7,770.43
2024-11-15 09:00:00+00:00,462.74,64.73,753.93
2024-11-15 10:00:00+00:00,450.57,65.06,733.42
2024-11-15 11:00:00+00:00,450.51,67.58,745.03
2024-11-15 12:00:00+00:00,456.46,67.14,762.95
2024-11-15 13:00:00+00:00,466.95,66.9,795.77
2024-11-15 14:00:00+00:00,477.82,67.73,814.32
2024-11-15 15:00:00+00:00,478.16,68.66,807.83
2024-11-15 16:00:00+00:00,472.87,68.66,804.81
2024-11-15 17:00:00+00:00,483.25,67.51,801.79
2024-11-15 18:00:00+00:00,488.2,70.5,788.41
2024-11-15 19:00:00+00:00,486.27,70.35,787.32
2024-11-15 20:00:00+00:00,480.89,67.97,773.18
2024-11-15 21:00:00+00:00,476.35,67.29,750.37
2024-11-15 22:00:00+00:00,464.6,63.05,735.86
2024-11-15 23:00:00+00:00,445.91,45.59,704.17
2024-11-16 00:00:00+00:00,438.65,34.63,683.08
2024-11-16 01:00:00+00:00,428.51,30.46,661.77
2024-11-16 02:00:00+00:00,415.44,29.74,643.27
2024-11-16 03:00:00+00:00,409.21,29.38,615.32
2024-11-16 04:00:00+00:00,408.96,30.68,609.54
